Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel
Ilir Barat Ii,SD ADVENT I PALEMBANG,2023-2024,69665,Swasta,41,2,6
Ilir Barat Ii,SD NEGERI 030 PALEMBANG,2023-2024,69665,Negeri,662,21,22
Ilir Barat Ii,SD NEGERI 031 PALEMBANG,2023-2024,69665,Negeri,241,14,12
Ilir Barat Ii,SD NEGERI 032 PALEMBANG,2023-2024,69665,Negeri,262,14,12
Ilir Barat Ii,SD NEGERI 033 PALEMBANG,2023-2024,69665,Negeri,858,33,26
Ilir Barat Ii,SD NEGERI 034 PALEMBANG,2023-2024,69665,Negeri,376,16,14
Ilir Barat Ii,SD NEGERI 035 PALEMBANG,2023-2024,69665,Negeri,944,40,32
Ilir Barat Ii,SD NEGERI 036 PALEMBANG,2023-2024,69665,Negeri,100,8,6
Ilir Barat Ii,SD NEGERI 037 PALEMBANG,2023-2024,69665,Negeri,201,11,9
Ilir Barat Ii,SD NEGERI 038 PALEMBANG,2023-2024,69665,Negeri,360,18,14
Ilir Barat Ii,SD ADVENT I PALEMBANG,2024-2025,69871,Swasta,37,6,6
Ilir Barat Ii,SD NEGERI 030 PALEMBANG,2024-2025,69871,Negeri,671,31,23
Ilir Barat Ii,SD NEGERI 031 PALEMBANG,2024-2025,69871,Negeri,251,17,12
Ilir Barat Ii,SD NEGERI 032 PALEMBANG,2024-2025,69871,Negeri,258,16,12
Ilir Barat Ii,SD NEGERI 033 PALEMBANG,2024-2025,69871,Negeri,819,34,27
Ilir Barat Ii,SD NEGERI 034 PALEMBANG,2024-2025,69871,Negeri,363,18,14
Ilir Barat Ii,SD NEGERI 035 PALEMBANG,2024-2025,69871,Negeri,988,43,33
Ilir Barat Ii,SD NEGERI 036 PALEMBANG,2024-2025,69871,Negeri,106,9,6
Ilir Barat Ii,SD NEGERI 037 PALEMBANG,2024-2025,69871,Negeri,200,11,10
Ilir Barat Ii,SD NEGERI 038 PALEMBANG,2024-2025,69871,Negeri,372,20,16
Ilir Timur I,SD HOSANNA PALEMBANG,2019-2020,79268,Swasta,78,3,6
Ilir Timur I,SD IPEKA PALEMBANG,2019-2020,79268,Swasta,378,24,14
Ilir Timur I,SD MANGGALA,2019-2020,79268,Swasta,91,8,6
Ilir Timur I,SD METHODIST 02 PALEMBANG,2019-2020,79268,Swasta,268,14,10
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2019-2020,79268,Swasta,234,10,8
Ilir Timur I,SD NEGERI 039 PALEMBANG,2019-2020,79268,Negeri,769,35,28
Ilir Timur I,SD NEGERI 040 PALEMBANG,2019-2020,79268,Negeri,707,36,25
Ilir Timur I,SD NEGERI 041 PALEMBANG,2019-2020,79268,Negeri,695,28,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2019-2020,79268,Negeri,403,18,15
Ilir Timur I,SD NEGERI 043 PALEMBANG,2019-2020,79268,Negeri,271,13,10
Ilir Timur I,SD NEGERI 044 PALEMBANG,2019-2020,79268,Negeri,539,31,21
Ilir Timur I,SD NEGERI 045 PALEMBANG,2019-2020,79268,Negeri,222,10,8
Ilir Timur I,SD ST AGATHA PALEMBANG,2019-2020,79268,Swasta,195,17,12
Ilir Timur I,SD SUMSEL JAYA PALEMBANG,2019-2020,79268,Swasta,94,6,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2019-2020,79268,Swasta,111,10,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2019-2020,79268,Swasta,789,34,25
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2019-2020,79268,Swasta,747,34,23
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2019-2020,79268,Swasta,180,11,8
Ilir Timur I,SD HOSANNA PALEMBANG,2020-2021,66168,Swasta,88,8,6
Ilir Timur I,SD IPEKA PALEMBANG,2020-2021,66168,Swasta,386,23,14
Ilir Timur I,SD MANGGALA,2020-2021,66168,Swasta,119,8,7
Ilir Timur I,SD METHODIST 02 PALEMBANG,2020-2021,66168,Swasta,292,15,11
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2020-2021,66168,Swasta,217,10,9
Ilir Timur I,SD NEGERI 039 PALEMBANG,2020-2021,66168,Negeri,727,38,26
Ilir Timur I,SD NEGERI 040 PALEMBANG,2020-2021,66168,Negeri,643,32,23
Ilir Timur I,SD NEGERI 041 PALEMBANG,2020-2021,66168,Negeri,679,28,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2020-2021,66168,Negeri,377,19,14
Ilir Timur I,SD NEGERI 043 PALEMBANG,2020-2021,66168,Negeri,269,13,11
Ilir Timur I,SD NEGERI 044 PALEMBANG,2020-2021,66168,Negeri,496,27,19
Ilir Timur I,SD NEGERI 045 PALEMBANG,2020-2021,66168,Negeri,227,10,8
Ilir Timur I,SD ST AGATHA PALEMBANG,2020-2021,66168,Swasta,181,15,10
Ilir Timur I,SD SUMSEL JAYA PALEMBANG,2020-2021,66168,Swasta,77,7,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2020-2021,66168,Swasta,107,11,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2020-2021,66168,Swasta,834,34,27
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2020-2021,66168,Swasta,691,33,22
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2020-2021,66168,Swasta,170,11,8
Ilir Timur I,SD HOSANNA PALEMBANG,2021-2022,66135,Swasta,78,9,6
Ilir Timur I,SD IPEKA PALEMBANG,2021-2022,66135,Swasta,376,23,14
Ilir Timur I,SD MANGGALA,2021-2022,66135,Swasta,145,13,8
Ilir Timur I,SD METHODIST 02 PALEMBANG,2021-2022,66135,Swasta,335,17,13
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2021-2022,66135,Swasta,200,10,9
Ilir Timur I,SD NEGERI 039 PALEMBANG,2021-2022,66135,Negeri,643,34,25
Ilir Timur I,SD NEGERI 040 PALEMBANG,2021-2022,66135,Negeri,623,33,22
Ilir Timur I,SD NEGERI 041 PALEMBANG,2021-2022,66135,Negeri,688,31,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2021-2022,66135,Negeri,345,18,13
Ilir Timur I,SD NEGERI 043 PALEMBANG,2021-2022,66135,Negeri,253,13,12
Ilir Timur I,SD NEGERI 044 PALEMBANG,2021-2022,66135,Negeri,472,24,20
Ilir Timur I,SD NEGERI 045 PALEMBANG,2021-2022,66135,Negeri,209,10,7
Ilir Timur I,SD ST AGATHA PALEMBANG,2021-2022,66135,Swasta,171,13,9
Ilir Timur I,SD SUMSEL JAYA PALEMBANG,2021-2022,66135,Swasta,65,7,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2021-2022,66135,Swasta,107,9,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2021-2022,66135,Swasta,807,35,27
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2021-2022,66135,Swasta,608,30,20
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2021-2022,66135,Swasta,159,10,7
Ilir Timur I,SD Guang Ming,2022-2023,66372,Swasta,37,3,3
Ilir Timur I,SD HOSANNA PALEMBANG,2022-2023,66372,Swasta,77,9,6
Ilir Timur I,SD IPEKA PALEMBANG,2022-2023,66372,Swasta,354,21,13
Ilir Timur I,SD MANGGALA,2022-2023,66372,Swasta,183,13,9
Ilir Timur I,SD METHODIST 02 PALEMBANG,2022-2023,66372,Swasta,352,18,14
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2022-2023,66372,Swasta,174,13,9
Ilir Timur I,SD NEGERI 039 PALEMBANG,2022-2023,66372,Negeri,605,30,24
Ilir Timur I,SD NEGERI 040 PALEMBANG,2022-2023,66372,Negeri,592,29,22
Ilir Timur I,SD NEGERI 041 PALEMBANG,2022-2023,66372,Negeri,665,26,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2022-2023,66372,Negeri,351,18,13
Ilir Timur I,SD NEGERI 043 PALEMBANG,2022-2023,66372,Negeri,229,15,10
Ilir Timur I,SD NEGERI 044 PALEMBANG,2022-2023,66372,Negeri,455,25,19
Ilir Timur I,SD NEGERI 045 PALEMBANG,2022-2023,66372,Negeri,208,11,8
Ilir Timur I,SD ST AGATHA PALEMBANG,2022-2023,66372,Swasta,143,13,8
Ilir Timur I,SD SUMSEL JAYA PALEMBANG,2022-2023,66372,Swasta,46,7,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2022-2023,66372,Swasta,103,10,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2022-2023,66372,Swasta,783,36,27
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2022-2023,66372,Swasta,550,28,19
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2022-2023,66372,Swasta,149,9,7
Ilir Timur I,SD Guang Ming,2023-2024,6626,Swasta,56,6,4
Ilir Timur I,SD HOSANNA PALEMBANG,2023-2024,6626,Swasta,74,8,6
Ilir Timur I,SD IPEKA PALEMBANG,2023-2024,6626,Swasta,360,20,13
Ilir Timur I,SD MANGGALA,2023-2024,6626,Swasta,217,14,10
Ilir Timur I,SD METHODIST 02 PALEMBANG,2023-2024,6626,Swasta,346,20,14
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2023-2024,6626,Swasta,143,12,8
Ilir Timur I,SD NEGERI 039 PALEMBANG,2023-2024,6626,Negeri,658,34,24
Ilir Timur I,SD NEGERI 040 PALEMBANG,2023-2024,6626,Negeri,520,32,20
Ilir Timur I,SD NEGERI 041 PALEMBANG,2023-2024,6626,Negeri,656,34,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2023-2024,6626,Negeri,367,16,14
Ilir Timur I,SD NEGERI 043 PALEMBANG,2023-2024,6626,Negeri,240,16,11
Ilir Timur I,SD NEGERI 044 PALEMBANG,2023-2024,6626,Negeri,461,22,18
Ilir Timur I,SD NEGERI 045 PALEMBANG,2023-2024,6626,Negeri,190,9,7
Ilir Timur I,SD ST AGATHA PALEMBANG,2023-2024,6626,Swasta,144,10,7
Ilir Timur I,SD SUMSEL JAYA PALEMBANG,2023-2024,6626,Swasta,46,5,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2023-2024,6626,Swasta,103,6,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2023-2024,6626,Swasta,713,35,26
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2023-2024,6626,Swasta,503,26,18
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2023-2024,6626,Swasta,134,7,6
Ilir Timur I,SD Guang Ming,2024-2025,66124,Swasta,68,8,5
Ilir Timur I,SD HOSANNA PALEMBANG,2024-2025,66124,Swasta,64,8,6
Ilir Timur I,SD IPEKA PALEMBANG,2024-2025,66124,Swasta,363,24,13
Ilir Timur I,SD MANGGALA,2024-2025,66124,Swasta,238,16,11
Ilir Timur I,SD METHODIST 02 PALEMBANG,2024-2025,66124,Swasta,313,19,13
Ilir Timur I,SD MUHAMMADIYAH 05 PALEMBANG,2024-2025,66124,Swasta,132,12,7
Ilir Timur I,SD NEGERI 039 PALEMBANG,2024-2025,66124,Negeri,654,38,24
Ilir Timur I,SD NEGERI 040 PALEMBANG,2024-2025,66124,Negeri,497,30,20
Ilir Timur I,SD NEGERI 041 PALEMBANG,2024-2025,66124,Negeri,658,31,24
Ilir Timur I,SD NEGERI 042 PALEMBANG,2024-2025,66124,Negeri,364,20,14
Ilir Timur I,SD NEGERI 043 PALEMBANG,2024-2025,66124,Negeri,226,18,10
Ilir Timur I,SD NEGERI 044 PALEMBANG,2024-2025,66124,Negeri,430,28,18
Ilir Timur I,SD NEGERI 045 PALEMBANG,2024-2025,66124,Negeri,180,10,8
Ilir Timur I,SD ST AGATHA PALEMBANG,2024-2025,66124,Swasta,127,9,6
Ilir Timur I,SD TAMAN SISWA PALEMBANG,2024-2025,66124,Swasta,95,8,6
Ilir Timur I,SD XAVERIUS 01 PALEMBANG,2024-2025,66124,Swasta,642,37,25
Ilir Timur I,SD XAVERIUS 02 PALEMBANG,2024-2025,66124,Swasta,471,30,18
Ilir Timur I,SD XAVERIUS 05 PALEMBANG,2024-2025,66124,Swasta,126,7,6
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2019-2020,95963,Swasta,189,10,8
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2019-2020,95963,Swasta,180,16,10
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2019-2020,95963,Swasta,289,15,10
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2019-2020,95963,Swasta,340,14,12
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2019-2020,95963,Negeri,235,13,9
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2019-2020,95963,Negeri,730,26,21
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2019-2020,95963,Negeri,734,36,24
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2019-2020,95963,Negeri,88,7,6
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2019-2020,95963,Negeri,565,21,19
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2019-2020,95963,Negeri,319,16,12
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2019-2020,95963,Negeri,169,9,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2019-2020,95963,Negeri,454,17,14
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2019-2020,95963,Negeri,588,26,18
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2019-2020,95963,Negeri,388,18,13
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2019-2020,95963,Negeri,282,10,11
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2019-2020,95963,Negeri,312,16,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2019-2020,95963,Negeri,248,17,12
Ilir Timur Ii,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2019-2020,95963,Swasta,172,9,11
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2019-2020,95963,Swasta,155,7,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2019-2020,95963,Swasta,227,9,7
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2019-2020,95963,Swasta,335,14,12
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2020-2021,8546,Swasta,230,13,11
Ilir Timur Ii,SD IT BINA ILMI LEMABANG PALEMBANG,2020-2021,8546,Swasta,474,28,20
Ilir Timur Ii,SD IT FATHONA LEMABANG,2020-2021,8546,Swasta,155,7,7
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2020-2021,8546,Swasta,100,11,6
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2020-2021,8546,Swasta,299,19,14
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2020-2021,8546,Swasta,225,15,12
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2020-2021,8546,Negeri,179,11,8
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2020-2021,8546,Negeri,634,29,24
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2020-2021,8546,Negeri,534,32,22
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2020-2021,8546,Negeri,22,6,4
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2020-2021,8546,Negeri,591,27,22
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2020-2021,8546,Negeri,223,12,11
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2020-2021,8546,Negeri,135,9,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2020-2021,8546,Negeri,455,20,16
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2020-2021,8546,Negeri,422,17,16
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2020-2021,8546,Negeri,342,18,14
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2020-2021,8546,Negeri,239,16,12
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2020-2021,8546,Negeri,276,15,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2020-2021,8546,Negeri,213,14,10
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2020-2021,8546,Swasta,78,5,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2020-2021,8546,Swasta,127,9,6
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2020-2021,8546,Swasta,244,14,12
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2021-2022,85417,Swasta,204,11,9
Ilir Timur Ii,SD IT FATHONA LEMABANG,2021-2022,85417,Swasta,71,3,5
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2021-2022,85417,Swasta,139,14,8
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2021-2022,85417,Swasta,280,17,12
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2021-2022,85417,Swasta,293,15,12
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2021-2022,85417,Negeri,212,13,9
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2021-2022,85417,Negeri,707,22,21
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2021-2022,85417,Negeri,634,27,22
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2021-2022,85417,Negeri,136,10,6
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2021-2022,85417,Negeri,610,19,21
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2021-2022,85417,Negeri,251,15,11
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2021-2022,85417,Negeri,151,7,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2021-2022,85417,Negeri,447,17,14
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2021-2022,85417,Negeri,502,22,18
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2021-2022,85417,Negeri,380,19,15
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2021-2022,85417,Negeri,274,14,12
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2021-2022,85417,Negeri,319,15,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2021-2022,85417,Negeri,153,8,6
Ilir Timur Ii,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2021-2022,85417,Swasta,310,13,13
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2021-2022,85417,Swasta,115,5,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2021-2022,85417,Swasta,217,11,8
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2021-2022,85417,Swasta,310,16,12
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2022-2023,85724,Swasta,210,14,11
Ilir Timur Ii,SD IT BINA ILMI LEMABANG PALEMBANG,2022-2023,85724,Swasta,395,33,16
Ilir Timur Ii,SD IT FATHONA LEMABANG,2022-2023,85724,Swasta,101,12,7
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2022-2023,85724,Swasta,131,12,7
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2022-2023,85724,Swasta,296,16,13
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2022-2023,85724,Swasta,270,16,11
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2022-2023,85724,Negeri,201,12,8
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2022-2023,85724,Negeri,671,22,21
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2022-2023,85724,Negeri,568,28,21
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2022-2023,85724,Negeri,109,8,6
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2022-2023,85724,Negeri,603,15,20
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2022-2023,85724,Negeri,222,13,10
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2022-2023,85724,Negeri,137,7,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2022-2023,85724,Negeri,445,16,13
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2022-2023,85724,Negeri,480,21,16
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2022-2023,85724,Negeri,387,19,14
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2022-2023,85724,Negeri,264,15,12
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2022-2023,85724,Negeri,305,15,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2022-2023,85724,Negeri,161,14,6
Ilir Timur Ii,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2022-2023,85724,Swasta,318,16,13
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2022-2023,85724,Swasta,107,5,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2022-2023,85724,Swasta,205,10,8
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2022-2023,85724,Swasta,296,15,12
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2023-2024,84949,Swasta,218,12,11
Ilir Timur Ii,SD IT BINA ILMI LEMABANG PALEMBANG,2023-2024,84949,Swasta,422,37,16
Ilir Timur Ii,SD IT FATHONA LEMABANG,2023-2024,84949,Swasta,124,12,7
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2023-2024,84949,Swasta,108,8,6
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2023-2024,84949,Swasta,287,15,13
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2023-2024,84949,Swasta,258,11,11
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2023-2024,84949,Negeri,198,12,8
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2023-2024,84949,Negeri,678,29,22
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2023-2024,84949,Negeri,522,34,21
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2023-2024,84949,Negeri,38,5,4
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2023-2024,84949,Negeri,589,26,20
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2023-2024,84949,Negeri,218,14,10
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2023-2024,84949,Negeri,139,7,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2023-2024,84949,Negeri,443,19,14
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2023-2024,84949,Negeri,404,22,16
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2023-2024,84949,Negeri,353,18,14
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2023-2024,84949,Negeri,243,15,12
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2023-2024,84949,Negeri,299,17,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2023-2024,84949,Negeri,219,14,12
Ilir Timur Ii,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2023-2024,84949,Swasta,334,15,13
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2023-2024,84949,Swasta,88,4,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2023-2024,84949,Swasta,165,8,6
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2023-2024,84949,Swasta,266,13,11
Ilir Timur Ii,SD BINA WARGA PALEMBANG,2024-2025,85005,Swasta,222,13,11
Ilir Timur Ii,SD IT BINA ILMI LEMABANG PALEMBANG,2024-2025,85005,Swasta,444,30,19
Ilir Timur Ii,SD IT FATHONA LEMABANG,2024-2025,85005,Swasta,138,11,7
Ilir Timur Ii,SD KARTIKA II 01 PALEMBANG,2024-2025,85005,Swasta,98,10,6
Ilir Timur Ii,SD MUHAMMADIYAH 09 PALEMBANG,2024-2025,85005,Swasta,293,16,14
Ilir Timur Ii,SD MUHAMMADIYAH 10 PALEMBANG,2024-2025,85005,Swasta,237,13,11
Ilir Timur Ii,SD NEGERI 046 PALEMBANG,2024-2025,85005,Negeri,195,10,8
Ilir Timur Ii,SD NEGERI 047 PALEMBANG,2024-2025,85005,Negeri,667,30,23
Ilir Timur Ii,SD NEGERI 048 PALEMBANG,2024-2025,85005,Negeri,535,33,21
Ilir Timur Ii,SD NEGERI 049 PALEMBANG,2024-2025,85005,Negeri,32,4,4
Ilir Timur Ii,SD NEGERI 050 PALEMBANG,2024-2025,85005,Negeri,614,24,21
Ilir Timur Ii,SD NEGERI 051 PALEMBANG,2024-2025,85005,Negeri,215,13,10
Ilir Timur Ii,SD NEGERI 052 PALEMBANG,2024-2025,85005,Negeri,141,8,6
Ilir Timur Ii,SD NEGERI 053 PALEMBANG,2024-2025,85005,Negeri,450,19,15
Ilir Timur Ii,SD NEGERI 058 PALEMBANG,2024-2025,85005,Negeri,412,24,16
Ilir Timur Ii,SD NEGERI 062 PALEMBANG,2024-2025,85005,Negeri,348,16,13
Ilir Timur Ii,SD NEGERI 063 PALEMBANG,2024-2025,85005,Negeri,238,16,12
Ilir Timur Ii,SD NEGERI 064 PALEMBANG,2024-2025,85005,Negeri,290,16,12
Ilir Timur Ii,SD NEGERI 065 PALEMBANG,2024-2025,85005,Negeri,229,17,12
Ilir Timur Ii,SD TAMAN SISWA PENDAWA PALEMBANG,2024-2025,85005,Swasta,82,4,6
Ilir Timur Ii,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2024-2025,85005,Swasta,153,7,6
Ilir Timur Ii,SD XAVERIUS 03 PALEMBANG,2024-2025,85005,Swasta,246,13,12
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2019-2020,85971,Swasta,216,5,7
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2019-2020,85971,Swasta,399,18,16
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2019-2020,85971,Swasta,203,15,10
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2019-2020,85971,Swasta,136,23,8
Ilir Timur Iii,SD KARYA DHARMA BHAKTI 01 PALEMBANG,2019-2020,85971,Swasta,122,8,6
Ilir Timur Iii,SD KUSUMA BANGSA PALEMBANG,2019-2020,85971,Swasta,105,13,8
Ilir Timur Iii,SD MAITREYAWIRA PALEMBANG,2019-2020,85971,Swasta,766,51,29
Ilir Timur Iii,SD MARANATHA PALEMBANG,2019-2020,85971,Swasta,72,7,6
Ilir Timur Iii,SD NEGERI 054 PALEMBANG,2019-2020,85971,Negeri,395,19,13
Ilir Timur Iii,SD NEGERI 055 PALEMBANG,2019-2020,85971,Negeri,813,33,27
Ilir Timur Iii,SD NEGERI 056 PALEMBANG,2019-2020,85971,Negeri,183,11,8
Ilir Timur Iii,SD NEGERI 057 PALEMBANG,2019-2020,85971,Negeri,673,35,24
Ilir Timur Iii,SD NEGERI 059 PALEMBANG,2019-2020,85971,Negeri,363,17,12
Ilir Timur Iii,SD NEGERI 060 PALEMBANG,2019-2020,85971,Negeri,507,21,18
Ilir Timur Iii,SD NEGERI 061 PALEMBANG,2019-2020,85971,Negeri,307,15,12
Ilir Timur Iii,SD YAYASAN IBA PALEMBANG,2019-2020,85971,Swasta,595,32,22
Ilir Timur Iii,SD IGNATIUS GLOBAL SCHOOL PALEMBANG,2020-2021,7301,Swasta,266,14,9
Ilir Timur Iii,SD INDRIASANA PALEMBANG,2020-2021,7301,Swasta,367,23,15
Ilir Timur Iii,SD IT KAMILIYAH PALEMBANG,2020-2021,7301,Swasta,204,19,11
Ilir Timur Iii,SD IT MUTIARA AZZAM PALEMBANG,2020-2021,7301,Swasta,151,23,8
