Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel
Kalidoni,SD NEGERI 180 PALEMBANG,2021-2022,124248,Negeri,390,17,14
Kalidoni,SD NEGERI 181 PALEMBANG,2021-2022,124248,Negeri,436,22,16
Kalidoni,SD NEGERI 182 PALEMBANG,2021-2022,124248,Negeri,502,22,18
Kalidoni,SD NEGERI 183 PALEMBANG,2021-2022,124248,Negeri,353,16,12
Kalidoni,SD NEGERI 184 PALEMBANG,2021-2022,124248,Negeri,811,25,24
Kalidoni,SD NEGERI 185 PALEMBANG,2021-2022,124248,Negeri,506,18,18
Kalidoni,SD NEGERI 186 PALEMBANG,2021-2022,124248,Negeri,554,21,18
Kalidoni,SD NEGERI 187 PALEMBANG,2021-2022,124248,Negeri,541,21,17
Kalidoni,SD NEGERI 188 PALEMBANG,2021-2022,124248,Negeri,312,15,11
Kalidoni,SD NEGERI 189 PALEMBANG,2021-2022,124248,Negeri,494,15,17
Kalidoni,SD NEGERI 190 PALEMBANG,2021-2022,124248,Negeri,559,22,19
Kalidoni,SD NEGERI 191 PALEMBANG,2021-2022,124248,Negeri,190,9,6
Kalidoni,SD NEGERI 192 PALEMBANG,2021-2022,124248,Negeri,103,8,6
Kalidoni,SD NEGERI 193 PALEMBANG,2021-2022,124248,Negeri,179,10,8
Kalidoni,SD NEGERI 194 PALEMBANG,2021-2022,124248,Negeri,71,9,6
Kalidoni,SD PARAMOUNT PALEMBANG,2021-2022,124248,Swasta,280,26,12
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2021-2022,124248,Swasta,145,18,8
Kalidoni,SD PUSRI PALEMBANG,2021-2022,124248,Swasta,697,36,28
Kalidoni,SD INDO PERTIWI PALEMBANG,2022-2023,128463,Swasta,63,3,4
Kalidoni,SD ISLAM DARUSSALAM,2022-2023,128463,Swasta,525,22,18
Kalidoni,SD ISLAM FAZA,2022-2023,128463,Swasta,246,9,11
Kalidoni,SD ISLAM TERPADU AL MUBAROK,2022-2023,128463,Swasta,112,5,5
Kalidoni,SD IT AR RIDHO PALEMBANG,2022-2023,128463,Swasta,146,14,6
Kalidoni,SD IT PERMATA HATI,2022-2023,128463,Swasta,140,12,7
Kalidoni,SD IT PRIMA INSANI,2022-2023,128463,Swasta,127,5,6
Kalidoni,SD IT R0BBANI PALEMBANG,2022-2023,128463,Swasta,0,0,0
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2022-2023,128463,Swasta,270,12,11
Kalidoni,SD MY SCHOOL PALEMBANG,2022-2023,128463,Swasta,30,7,6
Kalidoni,SD NEGERI 167 PALEMBANG,2022-2023,128463,Negeri,270,13,12
Kalidoni,SD NEGERI 168 PALEMBANG,2022-2023,128463,Negeri,416,20,15
Kalidoni,SD NEGERI 169 PALEMBANG,2022-2023,128463,Negeri,418,14,12
Kalidoni,SD NEGERI 170 PALEMBANG,2022-2023,128463,Negeri,419,16,14
Kalidoni,SD NEGERI 171 PALEMBANG,2022-2023,128463,Negeri,354,15,12
Kalidoni,SD NEGERI 172 PALEMBANG,2022-2023,128463,Negeri,98,10,6
Kalidoni,SD NEGERI 173 PALEMBANG,2022-2023,128463,Negeri,230,11,9
Kalidoni,SD NEGERI 174 PALEMBANG,2022-2023,128463,Negeri,303,15,12
Kalidoni,SD NEGERI 175 PALEMBANG,2022-2023,128463,Negeri,294,10,11
Kalidoni,SD NEGERI 176 PALEMBANG,2022-2023,128463,Negeri,824,36,27
Kalidoni,SD NEGERI 177 PALEMBANG,2022-2023,128463,Negeri,492,20,18
Kalidoni,SD NEGERI 178 PALEMBANG,2022-2023,128463,Negeri,278,11,11
Kalidoni,SD NEGERI 179 PALEMBANG,2022-2023,128463,Negeri,307,16,12
Kalidoni,SD NEGERI 180 PALEMBANG,2022-2023,128463,Negeri,390,18,14
Kalidoni,SD NEGERI 181 PALEMBANG,2022-2023,128463,Negeri,459,21,17
Kalidoni,SD NEGERI 182 PALEMBANG,2022-2023,128463,Negeri,493,23,18
Kalidoni,SD NEGERI 183 PALEMBANG,2022-2023,128463,Negeri,342,14,12
Kalidoni,SD NEGERI 184 PALEMBANG,2022-2023,128463,Negeri,754,20,24
Kalidoni,SD NEGERI 185 PALEMBANG,2022-2023,128463,Negeri,511,20,18
Kalidoni,SD NEGERI 186 PALEMBANG,2022-2023,128463,Negeri,550,22,18
Kalidoni,SD NEGERI 187 PALEMBANG,2022-2023,128463,Negeri,540,22,17
Kalidoni,SD NEGERI 188 PALEMBANG,2022-2023,128463,Negeri,350,16,13
Kalidoni,SD NEGERI 189 PALEMBANG,2022-2023,128463,Negeri,519,16,18
Kalidoni,SD NEGERI 190 PALEMBANG,2022-2023,128463,Negeri,562,22,20
Kalidoni,SD NEGERI 191 PALEMBANG,2022-2023,128463,Negeri,206,9,6
Kalidoni,SD NEGERI 192 PALEMBANG,2022-2023,128463,Negeri,108,8,6
Kalidoni,SD NEGERI 193 PALEMBANG,2022-2023,128463,Negeri,180,8,8
Kalidoni,SD NEGERI 194 PALEMBANG,2022-2023,128463,Negeri,66,8,6
Kalidoni,SD PARAMOUNT PALEMBANG,2022-2023,128463,Swasta,260,18,12
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2022-2023,128463,Swasta,174,17,9
Kalidoni,SD PUSRI PALEMBANG,2022-2023,128463,Swasta,772,36,29
Kalidoni,SD INDO PERTIWI PALEMBANG,2023-2024,130828,Swasta,99,6,5
Kalidoni,SD ISLAM DARUSSALAM,2023-2024,130828,Swasta,506,22,18
Kalidoni,SD ISLAM FAZA,2023-2024,130828,Swasta,249,18,12
Kalidoni,SD ISLAM TERPADU AL MUBAROK,2023-2024,130828,Swasta,143,7,7
Kalidoni,SD IT AR RIDHO PALEMBANG,2023-2024,130828,Swasta,146,13,6
Kalidoni,SD IT PERMATA HATI,2023-2024,130828,Swasta,146,11,7
Kalidoni,SD IT PRIMA INSANI,2023-2024,130828,Swasta,125,9,6
Kalidoni,SD IT ROBBANI PALEMBANG,2023-2024,130828,Swasta,35,4,2
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2023-2024,130828,Swasta,272,12,11
Kalidoni,SD MY SCHOOL PALEMBANG,2023-2024,130828,Swasta,28,8,6
Kalidoni,SD NEGERI 167 PALEMBANG,2023-2024,130828,Negeri,268,16,12
Kalidoni,SD NEGERI 168 PALEMBANG,2023-2024,130828,Negeri,395,20,15
Kalidoni,SD NEGERI 169 PALEMBANG,2023-2024,130828,Negeri,402,15,13
Kalidoni,SD NEGERI 170 PALEMBANG,2023-2024,130828,Negeri,417,18,14
Kalidoni,SD NEGERI 171 PALEMBANG,2023-2024,130828,Negeri,334,15,12
Kalidoni,SD NEGERI 172 PALEMBANG,2023-2024,130828,Negeri,86,10,6
Kalidoni,SD NEGERI 173 PALEMBANG,2023-2024,130828,Negeri,210,13,9
Kalidoni,SD NEGERI 174 PALEMBANG,2023-2024,130828,Negeri,307,16,12
Kalidoni,SD NEGERI 175 PALEMBANG,2023-2024,130828,Negeri,321,14,12
Kalidoni,SD NEGERI 176 PALEMBANG,2023-2024,130828,Negeri,820,37,27
Kalidoni,SD NEGERI 177 PALEMBANG,2023-2024,130828,Negeri,490,21,18
Kalidoni,SD NEGERI 178 PALEMBANG,2023-2024,130828,Negeri,322,16,13
Kalidoni,SD NEGERI 179 PALEMBANG,2023-2024,130828,Negeri,296,15,12
Kalidoni,SD NEGERI 180 PALEMBANG,2023-2024,130828,Negeri,396,18,14
Kalidoni,SD NEGERI 181 PALEMBANG,2023-2024,130828,Negeri,454,22,17
Kalidoni,SD NEGERI 182 PALEMBANG,2023-2024,130828,Negeri,513,26,20
Kalidoni,SD NEGERI 183 PALEMBANG,2023-2024,130828,Negeri,338,13,12
Kalidoni,SD NEGERI 184 PALEMBANG,2023-2024,130828,Negeri,804,34,24
Kalidoni,SD NEGERI 185 PALEMBANG,2023-2024,130828,Negeri,550,24,20
Kalidoni,SD NEGERI 186 PALEMBANG,2023-2024,130828,Negeri,566,24,19
Kalidoni,SD NEGERI 187 PALEMBANG,2023-2024,130828,Negeri,531,21,17
Kalidoni,SD NEGERI 188 PALEMBANG,2023-2024,130828,Negeri,392,16,14
Kalidoni,SD NEGERI 189 PALEMBANG,2023-2024,130828,Negeri,500,19,18
Kalidoni,SD NEGERI 190 PALEMBANG,2023-2024,130828,Negeri,556,23,19
Kalidoni,SD NEGERI 191 PALEMBANG,2023-2024,130828,Negeri,198,10,6
Kalidoni,SD NEGERI 192 PALEMBANG,2023-2024,130828,Negeri,97,7,6
Kalidoni,SD NEGERI 193 PALEMBANG,2023-2024,130828,Negeri,177,8,8
Kalidoni,SD NEGERI 194 PALEMBANG,2023-2024,130828,Negeri,63,7,6
Kalidoni,SD PARAMOUNT PALEMBANG,2023-2024,130828,Swasta,246,15,11
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2023-2024,130828,Swasta,187,13,11
Kalidoni,SD PUSRI PALEMBANG,2023-2024,130828,Swasta,839,31,32
Kalidoni,SD SEKOLAH QURANPRENEUR INDONESIA,2023-2024,130828,Swasta,0,0,0
Kalidoni,SD INDO PERTIWI PALEMBANG,2024-2025,133017,Swasta,134,5,6
Kalidoni,SD ISLAM DARUSSALAM,2024-2025,133017,Swasta,474,19,17
Kalidoni,SD ISLAM FAZA,2024-2025,133017,Swasta,254,14,13
Kalidoni,SD ISLAM TERPADU AL MUBAROK,2024-2025,133017,Swasta,199,10,9
Kalidoni,SD IT AR RIDHO PALEMBANG,2024-2025,133017,Swasta,127,14,6
Kalidoni,SD IT PERMATA HATI,2024-2025,133017,Swasta,132,10,7
Kalidoni,SD IT PRIMA INSANI,2024-2025,133017,Swasta,111,10,6
Kalidoni,SD IT ROBBANI PALEMBANG,2024-2025,133017,Swasta,56,3,3
Kalidoni,SD MUHAMMADIYAH 04 PALEMBANG,2024-2025,133017,Swasta,252,16,11
Kalidoni,SD MY SCHOOL PALEMBANG,2024-2025,133017,Swasta,20,9,6
Kalidoni,SD NEGERI 167 PALEMBANG,2024-2025,133017,Negeri,245,19,11
Kalidoni,SD NEGERI 168 PALEMBANG,2024-2025,133017,Negeri,389,20,15
Kalidoni,SD NEGERI 169 PALEMBANG,2024-2025,133017,Negeri,375,17,13
Kalidoni,SD NEGERI 170 PALEMBANG,2024-2025,133017,Negeri,412,18,15
Kalidoni,SD NEGERI 171 PALEMBANG,2024-2025,133017,Negeri,335,15,12
Kalidoni,SD NEGERI 172 PALEMBANG,2024-2025,133017,Negeri,98,9,6
Kalidoni,SD NEGERI 173 PALEMBANG,2024-2025,133017,Negeri,211,14,10
Kalidoni,SD NEGERI 174 PALEMBANG,2024-2025,133017,Negeri,310,15,12
Kalidoni,SD NEGERI 175 PALEMBANG,2024-2025,133017,Negeri,324,18,12
Kalidoni,SD NEGERI 176 PALEMBANG,2024-2025,133017,Negeri,803,36,27
Kalidoni,SD NEGERI 177 PALEMBANG,2024-2025,133017,Negeri,476,24,18
Kalidoni,SD NEGERI 178 PALEMBANG,2024-2025,133017,Negeri,360,16,14
Kalidoni,SD NEGERI 179 PALEMBANG,2024-2025,133017,Negeri,296,16,12
Kalidoni,SD NEGERI 180 PALEMBANG,2024-2025,133017,Negeri,385,17,14
Kalidoni,SD NEGERI 181 PALEMBANG,2024-2025,133017,Negeri,458,21,17
Kalidoni,SD NEGERI 182 PALEMBANG,2024-2025,133017,Negeri,508,27,20
Kalidoni,SD NEGERI 183 PALEMBANG,2024-2025,133017,Negeri,342,15,12
Kalidoni,SD NEGERI 184 PALEMBANG,2024-2025,133017,Negeri,836,32,26
Kalidoni,SD NEGERI 185 PALEMBANG,2024-2025,133017,Negeri,586,25,21
Kalidoni,SD NEGERI 186 PALEMBANG,2024-2025,133017,Negeri,518,24,18
Kalidoni,SD NEGERI 187 PALEMBANG,2024-2025,133017,Negeri,526,22,17
Kalidoni,SD NEGERI 188 PALEMBANG,2024-2025,133017,Negeri,441,19,15
Kalidoni,SD NEGERI 189 PALEMBANG,2024-2025,133017,Negeri,510,24,18
Kalidoni,SD NEGERI 190 PALEMBANG,2024-2025,133017,Negeri,497,26,21
Kalidoni,SD NEGERI 191 PALEMBANG,2024-2025,133017,Negeri,193,9,6
Kalidoni,SD NEGERI 192 PALEMBANG,2024-2025,133017,Negeri,102,11,6
Kalidoni,SD NEGERI 193 PALEMBANG,2024-2025,133017,Negeri,190,11,8
Kalidoni,SD NEGERI 194 PALEMBANG,2024-2025,133017,Negeri,61,8,6
Kalidoni,SD PARAMOUNT PALEMBANG,2024-2025,133017,Swasta,229,15,11
Kalidoni,SD PLUS DITAWIJAYA PALEMBANG,2024-2025,133017,Swasta,204,18,12
Kalidoni,SD PUSRI PALEMBANG,2024-2025,133017,Swasta,908,34,34
Kalidoni,SD SEKOLAH QURANPRENEUR INDONESIA,2024-2025,133017,Swasta,74,7,5
Kemuning,SD BAPTIS PALEMBANG,2019-2020,93997,Swasta,979,44,34
Kemuning,SD DHARMA JAYA PALEMBANG,2019-2020,93997,Swasta,146,7,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2019-2020,93997,Swasta,785,40,26
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2019-2020,93997,Swasta,720,55,29
Kemuning,SD IT NURUL IMAN PALEMBANG,2019-2020,93997,Swasta,249,14,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2019-2020,93997,Swasta,508,26,18
Kemuning,SD METHODIST 01 PALEMBANG,2019-2020,93997,Swasta,380,14,14
Kemuning,SD MITRA PENABUR PALEMBANG,2019-2020,93997,Swasta,162,13,9
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2019-2020,93997,Swasta,1013,48,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2019-2020,93997,Swasta,889,40,30
Kemuning,SD NEGERI 156 PALEMBANG,2019-2020,93997,Negeri,1196,52,38
Kemuning,SD NEGERI 157 PALEMBANG,2019-2020,93997,Negeri,876,41,28
Kemuning,SD NEGERI 158 PALEMBANG,2019-2020,93997,Negeri,390,17,13
Kemuning,SD NEGERI 159 PALEMBANG,2019-2020,93997,Negeri,359,21,14
Kemuning,SD NEGERI 160 PALEMBANG,2019-2020,93997,Negeri,1,38,28
Kemuning,SD NEGERI 161 PALEMBANG,2019-2020,93997,Negeri,415,15,15
Kemuning,SD NEGERI 162 PALEMBANG,2019-2020,93997,Negeri,353,17,13
Kemuning,SD NEGERI 163 PALEMBANG,2019-2020,93997,Negeri,593,26,20
Kemuning,SD NEGERI 164 PALEMBANG,2019-2020,93997,Negeri,892,34,26
Kemuning,SD NEGERI 165 PALEMBANG,2019-2020,93997,Negeri,379,12,12
Kemuning,SD NEGERI 166 PALEMBANG,2019-2020,93997,Negeri,402,23,16
Kemuning,SD TULUS BAKTI PALEMBANG,2019-2020,93997,Swasta,99,8,6
Kemuning,SD BAPTIS PALEMBANG,2020-2021,80685,Swasta,874,48,31
Kemuning,SD DHARMA JAYA PALEMBANG,2020-2021,80685,Swasta,120,8,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2020-2021,80685,Swasta,810,54,27
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2020-2021,80685,Swasta,758,71,30
Kemuning,SD IT NURUL IMAN PALEMBANG,2020-2021,80685,Swasta,241,9,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2020-2021,80685,Swasta,465,27,17
Kemuning,SD METHODIST 01 PALEMBANG,2020-2021,80685,Swasta,405,15,16
Kemuning,SD MITRA PENABUR PALEMBANG,2020-2021,80685,Swasta,172,15,9
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2020-2021,80685,Swasta,949,47,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2020-2021,80685,Swasta,941,43,30
Kemuning,SD NEGERI 156 PALEMBANG,2020-2021,80685,Negeri,1145,46,34
Kemuning,SD NEGERI 157 PALEMBANG,2020-2021,80685,Negeri,864,34,27
Kemuning,SD NEGERI 158 PALEMBANG,2020-2021,80685,Negeri,381,17,13
Kemuning,SD NEGERI 159 PALEMBANG,2020-2021,80685,Negeri,331,18,13
Kemuning,SD NEGERI 160 PALEMBANG,2020-2021,80685,Negeri,1024,37,28
Kemuning,SD NEGERI 161 PALEMBANG,2020-2021,80685,Negeri,412,13,15
Kemuning,SD NEGERI 162 PALEMBANG,2020-2021,80685,Negeri,358,15,12
Kemuning,SD NEGERI 163 PALEMBANG,2020-2021,80685,Negeri,562,26,19
Kemuning,SD NEGERI 164 PALEMBANG,2020-2021,80685,Negeri,896,32,26
Kemuning,SD NEGERI 165 PALEMBANG,2020-2021,80685,Negeri,373,9,12
Kemuning,SD NEGERI 166 PALEMBANG,2020-2021,80685,Negeri,382,17,12
Kemuning,SD NUSA INDAH,2020-2021,80685,Swasta,12,1,1
Kemuning,SD TULUS BAKTI PALEMBANG,2020-2021,80685,Swasta,104,9,6
Kemuning,SD BAPTIS PALEMBANG,2021-2022,80644,Swasta,772,47,29
Kemuning,SD DHARMA JAYA PALEMBANG,2021-2022,80644,Swasta,106,7,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2021-2022,80644,Swasta,800,54,28
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2021-2022,80644,Swasta,780,73,30
Kemuning,SD IT NURUL IMAN PALEMBANG,2021-2022,80644,Swasta,232,12,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2021-2022,80644,Swasta,425,26,17
Kemuning,SD METHODIST 01 PALEMBANG,2021-2022,80644,Swasta,418,17,16
Kemuning,SD MITRA PENABUR PALEMBANG,2021-2022,80644,Swasta,192,15,10
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2021-2022,80644,Swasta,920,50,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2021-2022,80644,Swasta,830,43,29
Kemuning,SD NEGERI 156 PALEMBANG,2021-2022,80644,Negeri,1067,43,33
Kemuning,SD NEGERI 157 PALEMBANG,2021-2022,80644,Negeri,812,36,26
Kemuning,SD NEGERI 158 PALEMBANG,2021-2022,80644,Negeri,340,13,12
Kemuning,SD NEGERI 159 PALEMBANG,2021-2022,80644,Negeri,300,17,12
Kemuning,SD NEGERI 160 PALEMBANG,2021-2022,80644,Negeri,1034,37,28
Kemuning,SD NEGERI 161 PALEMBANG,2021-2022,80644,Negeri,426,18,15
Kemuning,SD NEGERI 162 PALEMBANG,2021-2022,80644,Negeri,334,19,12
Kemuning,SD NEGERI 163 PALEMBANG,2021-2022,80644,Negeri,571,28,20
Kemuning,SD NEGERI 164 PALEMBANG,2021-2022,80644,Negeri,855,31,24
Kemuning,SD NEGERI 165 PALEMBANG,2021-2022,80644,Negeri,353,14,12
Kemuning,SD NEGERI 166 PALEMBANG,2021-2022,80644,Negeri,377,17,12
Kemuning,SD NUSA INDAH,2021-2022,80644,Swasta,30,2,2
Kemuning,SD TULUS BAKTI PALEMBANG,2021-2022,80644,Swasta,86,6,6
Kemuning,SD BAPTIS PALEMBANG,2022-2023,80934,Swasta,716,48,27
Kemuning,SD DHARMA JAYA PALEMBANG,2022-2023,80934,Swasta,85,7,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2022-2023,80934,Swasta,805,62,29
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2022-2023,80934,Swasta,783,75,30
Kemuning,SD IT NURUL IMAN PALEMBANG,2022-2023,80934,Swasta,234,15,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2022-2023,80934,Swasta,414,25,17
Kemuning,SD METHODIST 01 PALEMBANG,2022-2023,80934,Swasta,428,17,16
Kemuning,SD MITRA PENABUR PALEMBANG,2022-2023,80934,Swasta,195,17,11
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2022-2023,80934,Swasta,888,49,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2022-2023,80934,Swasta,771,43,29
Kemuning,SD NEGERI 156 PALEMBANG,2022-2023,80934,Negeri,994,40,32
Kemuning,SD NEGERI 157 PALEMBANG,2022-2023,80934,Negeri,739,33,25
Kemuning,SD NEGERI 158 PALEMBANG,2022-2023,80934,Negeri,337,16,12
Kemuning,SD NEGERI 159 PALEMBANG,2022-2023,80934,Negeri,274,15,12
Kemuning,SD NEGERI 160 PALEMBANG,2022-2023,80934,Negeri,992,37,28
Kemuning,SD NEGERI 161 PALEMBANG,2022-2023,80934,Negeri,458,14,15
Kemuning,SD NEGERI 162 PALEMBANG,2022-2023,80934,Negeri,328,14,12
Kemuning,SD NEGERI 163 PALEMBANG,2022-2023,80934,Negeri,567,26,20
Kemuning,SD NEGERI 164 PALEMBANG,2022-2023,80934,Negeri,810,27,24
Kemuning,SD NEGERI 165 PALEMBANG,2022-2023,80934,Negeri,343,15,12
Kemuning,SD NEGERI 166 PALEMBANG,2022-2023,80934,Negeri,362,17,13
Kemuning,SD NUSA INDAH,2022-2023,80934,Swasta,40,4,3
Kemuning,SD TULUS BAKTI PALEMBANG,2022-2023,80934,Swasta,71,8,6
Kemuning,SD BAPTIS PALEMBANG,2023-2024,81977,Swasta,642,45,25
Kemuning,SD DHARMA JAYA PALEMBANG,2023-2024,81977,Swasta,66,6,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2023-2024,81977,Swasta,855,66,30
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2023-2024,81977,Swasta,815,81,30
Kemuning,SD IT NURUL IMAN PALEMBANG,2023-2024,81977,Swasta,249,15,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2023-2024,81977,Swasta,407,18,17
Kemuning,SD METHODIST 01 PALEMBANG,2023-2024,81977,Swasta,407,15,15
Kemuning,SD MITRA PENABUR PALEMBANG,2023-2024,81977,Swasta,177,16,9
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2023-2024,81977,Swasta,851,46,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2023-2024,81977,Swasta,749,37,29
Kemuning,SD NEGERI 156 PALEMBANG,2023-2024,81977,Negeri,940,45,31
Kemuning,SD NEGERI 157 PALEMBANG,2023-2024,81977,Negeri,678,35,23
Kemuning,SD NEGERI 158 PALEMBANG,2023-2024,81977,Negeri,319,14,12
Kemuning,SD NEGERI 159 PALEMBANG,2023-2024,81977,Negeri,276,17,12
Kemuning,SD NEGERI 160 PALEMBANG,2023-2024,81977,Negeri,942,41,28
Kemuning,SD NEGERI 161 PALEMBANG,2023-2024,81977,Negeri,453,19,15
Kemuning,SD NEGERI 162 PALEMBANG,2023-2024,81977,Negeri,325,15,12
Kemuning,SD NEGERI 163 PALEMBANG,2023-2024,81977,Negeri,543,23,20
Kemuning,SD NEGERI 164 PALEMBANG,2023-2024,81977,Negeri,790,28,24
Kemuning,SD NEGERI 165 PALEMBANG,2023-2024,81977,Negeri,329,15,12
Kemuning,SD NEGERI 166 PALEMBANG,2023-2024,81977,Negeri,334,15,13
Kemuning,SD NUSA INDAH,2023-2024,81977,Swasta,45,6,4
Kemuning,SD TULUS BAKTI PALEMBANG,2023-2024,81977,Swasta,54,9,6
Kemuning,SD BAPTIS PALEMBANG,2024-2025,82167,Swasta,554,43,22
Kemuning,SD DHARMA JAYA PALEMBANG,2024-2025,82167,Swasta,57,7,6
Kemuning,SD ISLAM AL FURQON PALEMBANG,2024-2025,82167,Swasta,891,65,30
Kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2024-2025,82167,Swasta,884,76,32
Kemuning,SD IT NURUL IMAN PALEMBANG,2024-2025,82167,Swasta,233,15,12
Kemuning,SD KARTIKA II 02 PALEMBANG,2024-2025,82167,Swasta,423,17,17
Kemuning,SD METHODIST 01 PALEMBANG,2024-2025,82167,Swasta,391,17,15
Kemuning,SD MITRA PENABUR PALEMBANG,2024-2025,82167,Swasta,192,16,10
Kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2024-2025,82167,Swasta,848,50,30
Kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2024-2025,82167,Swasta,786,40,29
Kemuning,SD NEGERI 156 PALEMBANG,2024-2025,82167,Negeri,910,42,30
Kemuning,SD NEGERI 157 PALEMBANG,2024-2025,82167,Negeri,647,30,23
Kemuning,SD NEGERI 158 PALEMBANG,2024-2025,82167,Negeri,329,18,12
Kemuning,SD NEGERI 159 PALEMBANG,2024-2025,82167,Negeri,274,16,12
Kemuning,SD NEGERI 160 PALEMBANG,2024-2025,82167,Negeri,885,40,28
Kemuning,SD NEGERI 161 PALEMBANG,2024-2025,82167,Negeri,468,22,16
Kemuning,SD NEGERI 162 PALEMBANG,2024-2025,82167,Negeri,329,15,12
Kemuning,SD NEGERI 163 PALEMBANG,2024-2025,82167,Negeri,537,25,20
Kemuning,SD NEGERI 164 PALEMBANG,2024-2025,82167,Negeri,749,31,24
Kemuning,SD NEGERI 165 PALEMBANG,2024-2025,82167,Negeri,317,15,12
Kemuning,SD NEGERI 166 PALEMBANG,2024-2025,82167,Negeri,316,19,13
Kemuning,SD NUSA INDAH,2024-2025,82167,Swasta,69,5,5
Kemuning,SD TULUS BAKTI PALEMBANG,2024-2025,82167,Swasta,46,8,6
Kertapati,SD ISLAM TERPADU ZAIN AL MUTTAQIN,2019-2020,92084,Swasta,0,0,0
Kertapati,SD MUHAMMADIYAH 08 PALEMBANG,2019-2020,92084,Swasta,128,10,6
Kertapati,SD MUHAMMADIYAH 11 PALEMBANG,2019-2020,92084,Swasta,159,6,6
Kertapati,SD MUHAMMADIYAH 13 PALEMBANG,2019-2020,92084,Swasta,164,6,6
Kertapati,SD MUHAMMADIYAH 15 PALEMBANG,2019-2020,92084,Swasta,148,5,6
Kertapati,SD NEGERI 195 PALEMBANG,2019-2020,92084,Negeri,998,43,32
Kertapati,SD NEGERI 196 PALEMBANG,2019-2020,92084,Negeri,363,16,14
Kertapati,SD NEGERI 197 PALEMBANG,2019-2020,92084,Negeri,181,11,6
Kertapati,SD NEGERI 198 PALEMBANG,2019-2020,92084,Negeri,572,24,18
Kertapati,SD NEGERI 199 PALEMBANG,2019-2020,92084,Negeri,166,8,6
Kertapati,SD NEGERI 200 PALEMBANG,2019-2020,92084,Negeri,332,15,12
Kertapati,SD NEGERI 201 PALEMBANG,2019-2020,92084,Negeri,195,9,8
Kertapati,SD NEGERI 202 PALEMBANG,2019-2020,92084,Negeri,404,16,12
Kertapati,SD NEGERI 203 PALEMBANG,2019-2020,92084,Negeri,118,8,6
Kertapati,SD NEGERI 204 PALEMBANG,2019-2020,92084,Negeri,572,22,17
Kertapati,SD NEGERI 205 PALEMBANG,2019-2020,92084,Negeri,798,40,31
Kertapati,SD NEGERI 206 PALEMBANG,2019-2020,92084,Negeri,325,12,12
Kertapati,SD NEGERI 207 PALEMBANG,2019-2020,92084,Negeri,293,17,12
Kertapati,SD NEGERI 208 PALEMBANG,2019-2020,92084,Negeri,242,16,11
Kertapati,SD NEGERI 209 PALEMBANG,2019-2020,92084,Negeri,279,13,12
Kertapati,SD NEGERI 210 PALEMBANG,2019-2020,92084,Negeri,338,15,13
Kertapati,SD NEGERI 211 PALEMBANG,2019-2020,92084,Negeri,300,16,12
Kertapati,SD NEGERI 212 PALEMBANG,2019-2020,92084,Negeri,282,14,12
Kertapati,SD NEGERI 213 PALEMBANG,2019-2020,92084,Negeri,133,9,6
Kertapati,SD NEGERI 214 PALEMBANG,2019-2020,92084,Negeri,169,10,7
Kertapati,SD NEGERI 215 PALEMBANG,2019-2020,92084,Negeri,164,9,6
Kertapati,SD NEGERI 216 PALEMBANG,2019-2020,92084,Negeri,360,16,12
Kertapati,SD NEGERI 217 PALEMBANG,2019-2020,92084,Negeri,232,10,8
