Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
ilir barat I,SD ISLAM AZ-ZAHRAH PALEMBANG,2022-2023,144,Swasta,939,55,35,41
ilir barat I,SD ISLAM TERPADU BINA ILMI PALEMBANG,2022-2023,144,Swasta,739,50,29,41
ilir barat I,SD ISLAM TERPADU FATHONA PAKJO,2022-2023,144,Swasta,70,5,4,41
ilir barat I,SD IT AULADI PAKJO PALEMBANG,2022-2023,144,Swasta,215,27,12,41
ilir barat I,SD IT IZZUDDIN PALEMBANG,2022-2023,144,Swasta,616,45,24,41
ilir barat I,SD NEGERI 001 PALEMBANG,2022-2023,144,Negeri,584,27,22,41
ilir barat I,SD NEGERI 002 PALEMBANG,2022-2023,144,Negeri,644,23,18,41
ilir barat I,SD NEGERI 003 PALEMBANG,2022-2023,144,Negeri,118,9,6,41
ilir barat I,SD NEGERI 004 PALEMBANG,2022-2023,144,Negeri,495,15,18,41
ilir barat I,SD NEGERI 005 PALEMBANG,2022-2023,144,Negeri,312,16,12,41
ilir barat I,SD NEGERI 006 PALEMBANG,2022-2023,144,Negeri,406,13,16,41
ilir barat I,SD NEGERI 007 PALEMBANG,2022-2023,144,Negeri,200,10,7,41
ilir barat I,SD NEGERI 008 PALEMBANG,2022-2023,144,Negeri,158,8,6,41
ilir barat I,SD NEGERI 009 PALEMBANG,2022-2023,144,Negeri,266,13,12,41
ilir barat I,SD NEGERI 010 PALEMBANG,2022-2023,144,Negeri,136,7,6,41
ilir barat I,SD NEGERI 011 PALEMBANG,2022-2023,144,Negeri,495,23,18,41
ilir barat I,SD NEGERI 012 PALEMBANG,2022-2023,144,Negeri,478,19,17,41
ilir barat I,SD NEGERI 013 PALEMBANG,2022-2023,144,Negeri,636,24,19,41
ilir barat I,SD NEGERI 014 PALEMBANG,2022-2023,144,Negeri,546,17,17,41
ilir barat I,SD NEGERI 015 PALEMBANG,2022-2023,144,Negeri,323,14,12,41
ilir barat I,SD NEGERI 016 PALEMBANG,2022-2023,144,Negeri,289,14,12,41
ilir barat I,SD NEGERI 017 PALEMBANG,2022-2023,144,Negeri,424,23,16,41
ilir barat I,SD NEGERI 018 PALEMBANG,2022-2023,144,Negeri,139,12,8,41
ilir barat I,SD NEGERI 019 PALEMBANG,2022-2023,144,Negeri,306,13,12,41
ilir barat I,SD NEGERI 020 PALEMBANG,2022-2023,144,Negeri,85,8,6,41
ilir barat I,SD NEGERI 021 PALEMBANG,2022-2023,144,Negeri,456,22,18,41
ilir barat I,SD NEGERI 022 PALEMBANG,2022-2023,144,Negeri,161,13,8,41
ilir barat I,SD NEGERI 023 PALEMBANG,2022-2023,144,Negeri,641,27,22,41
ilir barat I,SD NEGERI 024 PALEMBANG,2022-2023,144,Negeri,591,20,17,41
ilir barat I,SD NEGERI 025 PALEMBANG,2022-2023,144,Negeri,627,26,22,41
ilir barat I,SD NEGERI 026 PALEMBANG,2022-2023,144,Negeri,294,16,12,41
ilir barat I,SD NEGERI 027 PALEMBANG,2022-2023,144,Negeri,176,10,8,41
ilir barat I,SD NEGERI 028 PALEMBANG,2022-2023,144,Negeri,325,17,12,41
ilir barat I,SD NEGERI 029 PALEMBANG,2022-2023,144,Negeri,98,7,6,41
ilir barat I,SD PALEMBANG HARAPAN,2022-2023,144,Swasta,460,24,18,41
ilir barat I,SD REAL ISLAMIC SCHOOL PALEMBANG,2022-2023,144,Swasta,0,1,0,41
ilir barat I,SD ADVENT II PALEMBANG,2023-2024,152,Swasta,68,9,6,43
ilir barat I,SD GLOBAL TALENT ISLAMIC SCHOOL & STUDIO,2023-2024,152,Swasta,96,8,6,43
ilir barat I,SD HARAPAN MANDIRI PALEMBANG,2023-2024,152,Swasta,126,5,6,43
ilir barat I,SD HIGHSCOPE INDONESIA,2023-2024,152,Swasta,64,7,6,43
ilir barat I,SD ISLAM AL ASRI PALEMBANG,2023-2024,152,Swasta,79,17,7,43
ilir barat I,SD ISLAM AZ-ZAHRAH PALEMBANG,2023-2024,152,Swasta,951,67,36,43
ilir barat I,SD ISLAM TERAPAN PROF. MUHAJIRIN,2023-2024,152,Swasta,22,5,2,43
ilir barat I,SD ISLAM TERPADU BINA ILMI PALEMBANG,2023-2024,152,Swasta,734,45,24,43
ilir barat I,SD ISLAM TERPADU FATHONA PAKJO,2023-2024,152,Swasta,95,12,5,43
ilir barat I,SD IT  KEYNAN,2023-2024,152,Swasta,0,1,0,43
ilir barat I,SD IT AULADI PAKJO PALEMBANG,2023-2024,152,Swasta,220,15,12,43
ilir barat I,SD IT IZZUDDIN PALEMBANG,2023-2024,152,Swasta,641,40,25,43
ilir barat I,SD NEGERI 001 PALEMBANG,2023-2024,152,Negeri,545,32,21,43
ilir barat I,SD NEGERI 002 PALEMBANG,2023-2024,152,Negeri,640,24,19,43
ilir barat I,SD NEGERI 003 PALEMBANG,2023-2024,152,Negeri,121,11,6,43
ilir barat I,SD NEGERI 004 PALEMBANG,2023-2024,152,Negeri,529,22,18,43
ilir barat I,SD NEGERI 005 PALEMBANG,2023-2024,152,Negeri,306,15,12,43
ilir barat I,SD NEGERI 006 PALEMBANG,2023-2024,152,Negeri,418,22,16,43
ilir barat I,SD NEGERI 007 PALEMBANG,2023-2024,152,Negeri,185,8,7,43
ilir barat I,SD NEGERI 008 PALEMBANG,2023-2024,152,Negeri,162,7,6,43
ilir barat I,SD NEGERI 009 PALEMBANG,2023-2024,152,Negeri,275,12,12,43
ilir barat I,SD NEGERI 010 PALEMBANG,2023-2024,152,Negeri,136,8,6,43
ilir barat I,SD NEGERI 011 PALEMBANG,2023-2024,152,Negeri,507,23,18,43
ilir barat I,SD NEGERI 012 PALEMBANG,2023-2024,152,Negeri,479,22,18,43
ilir barat I,SD NEGERI 013 PALEMBANG,2023-2024,152,Negeri,636,24,19,43
ilir barat I,SD NEGERI 014 PALEMBANG,2023-2024,152,Negeri,647,22,19,43
ilir barat I,SD NEGERI 015 PALEMBANG,2023-2024,152,Negeri,288,12,11,43
ilir barat I,SD NEGERI 016 PALEMBANG,2023-2024,152,Negeri,293,14,12,43
ilir barat I,SD NEGERI 017 PALEMBANG,2023-2024,152,Negeri,375,23,14,43
ilir barat I,SD NEGERI 018 PALEMBANG,2023-2024,152,Negeri,133,12,6,43
ilir barat I,SD NEGERI 019 PALEMBANG,2023-2024,152,Negeri,338,16,13,43
ilir barat I,SD NEGERI 020 PALEMBANG,2023-2024,152,Negeri,87,9,6,43
ilir barat I,SD NEGERI 021 PALEMBANG,2023-2024,152,Negeri,463,23,18,43
ilir barat I,SD NEGERI 022 PALEMBANG,2023-2024,152,Negeri,153,11,8,43
ilir barat I,SD NEGERI 023 PALEMBANG,2023-2024,152,Negeri,574,30,22,43
ilir barat I,SD NEGERI 024 PALEMBANG,2023-2024,152,Negeri,622,25,20,43
ilir barat I,SD NEGERI 025 PALEMBANG,2023-2024,152,Negeri,627,29,21,43
ilir barat I,SD NEGERI 026 PALEMBANG,2023-2024,152,Negeri,312,19,12,43
ilir barat I,SD NEGERI 027 PALEMBANG,2023-2024,152,Negeri,193,10,8,43
ilir barat I,SD NEGERI 028 PALEMBANG,2023-2024,152,Negeri,308,15,12,43
ilir barat I,SD NEGERI 029 PALEMBANG,2023-2024,152,Negeri,105,9,6,43
ilir barat I,SD PALEMBANG HARAPAN,2023-2024,152,Swasta,480,28,18,43
ilir barat I,SD REAL ISLAMIC SCHOOL PALEMBANG,2023-2024,152,Swasta,86,7,5,43
ilir barat I,SD ADVENT II PALEMBANG,2024-2025,155,Swasta,36,6,6,42
ilir barat I,SD GLOBAL TALENT ISLAMIC SCHOOL & STUDIO,2024-2025,155,Swasta,89,10,6,42
ilir barat I,SD HARAPAN MANDIRI PALEMBANG,2024-2025,155,Swasta,118,9,6,42
ilir barat I,SD ISLAM AL ASRI PALEMBANG,2024-2025,155,Swasta,129,21,9,42
ilir barat I,SD ISLAM AZ-ZAHRAH PALEMBANG,2024-2025,155,Swasta,954,67,36,42
ilir barat I,SD ISLAM TERAPAN PROF. MUHAJIRIN,2024-2025,155,Swasta,32,5,3,42
ilir barat I,SD ISLAM TERPADU BINA ILMI PALEMBANG,2024-2025,155,Swasta,726,46,24,42
ilir barat I,SD ISLAM TERPADU FATHONA PAKJO,2024-2025,155,Swasta,102,6,6,42
