Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
kemuning,SD BAPTIS PALEMBANG,2023-2024,82,Swasta,642,45,25,23
kemuning,SD DHARMA JAYA PALEMBANG,2023-2024,82,Swasta,66,6,6,23
kemuning,SD ISLAM AL FURQON PALEMBANG,2023-2024,82,Swasta,855,66,30,23
kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2023-2024,82,Swasta,815,81,30,23
kemuning,SD IT NURUL IMAN PALEMBANG,2023-2024,82,Swasta,249,15,12,23
kemuning,SD KARTIKA II 02 PALEMBANG,2023-2024,82,Swasta,407,18,17,23
kemuning,SD METHODIST 01 PALEMBANG,2023-2024,82,Swasta,407,15,15,23
kemuning,SD MITRA PENABUR PALEMBANG,2023-2024,82,Swasta,177,16,9,23
kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2023-2024,82,Swasta,851,46,30,23
kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2023-2024,82,Swasta,749,37,29,23
kemuning,SD NEGERI 156 PALEMBANG,2023-2024,82,Negeri,940,45,31,23
kemuning,SD NEGERI 157 PALEMBANG,2023-2024,82,Negeri,678,35,23,23
kemuning,SD NEGERI 158 PALEMBANG,2023-2024,82,Negeri,319,14,12,23
kemuning,SD NEGERI 159 PALEMBANG,2023-2024,82,Negeri,276,17,12,23
kemuning,SD NEGERI 160 PALEMBANG,2023-2024,82,Negeri,942,41,28,23
kemuning,SD NEGERI 161 PALEMBANG,2023-2024,82,Negeri,453,19,15,23
kemuning,SD NEGERI 162 PALEMBANG,2023-2024,82,Negeri,325,15,12,23
kemuning,SD NEGERI 163 PALEMBANG,2023-2024,82,Negeri,543,23,20,23
kemuning,SD NEGERI 164 PALEMBANG,2023-2024,82,Negeri,790,28,24,23
kemuning,SD NEGERI 165 PALEMBANG,2023-2024,82,Negeri,329,15,12,23
kemuning,SD NEGERI 166 PALEMBANG,2023-2024,82,Negeri,334,15,13,23
kemuning,SD NUSA INDAH,2023-2024,82,Swasta,45,6,4,23
kemuning,SD TULUS BAKTI PALEMBANG,2023-2024,82,Swasta,54,9,6,23
kemuning,SD BAPTIS PALEMBANG,2024-2025,82,Swasta,554,43,22,23
kemuning,SD DHARMA JAYA PALEMBANG,2024-2025,82,Swasta,57,7,6,23
kemuning,SD ISLAM AL FURQON PALEMBANG,2024-2025,82,Swasta,891,65,30,23
kemuning,SD ISLAM AL-AZHAR CAIRO PALEMBANG INDONESIA,2024-2025,82,Swasta,884,76,32,23
kemuning,SD IT NURUL IMAN PALEMBANG,2024-2025,82,Swasta,233,15,12,23
kemuning,SD KARTIKA II 02 PALEMBANG,2024-2025,82,Swasta,423,17,17,23
kemuning,SD METHODIST 01 PALEMBANG,2024-2025,82,Swasta,391,17,15,23
kemuning,SD MITRA PENABUR PALEMBANG,2024-2025,82,Swasta,192,16,10,23
kemuning,SD MUHAMMADIYAH 06 PALEMBANG,2024-2025,82,Swasta,848,50,30,23
kemuning,SD MUHAMMADIYAH 14 PALEMBANG,2024-2025,82,Swasta,786,40,29,23
kemuning,SD NEGERI 156 PALEMBANG,2024-2025,82,Negeri,910,42,30,23
kemuning,SD NEGERI 157 PALEMBANG,2024-2025,82,Negeri,647,30,23,23
kemuning,SD NEGERI 158 PALEMBANG,2024-2025,82,Negeri,329,18,12,23
kemuning,SD NEGERI 159 PALEMBANG,2024-2025,82,Negeri,274,16,12,23
kemuning,SD NEGERI 160 PALEMBANG,2024-2025,82,Negeri,885,40,28,23
kemuning,SD NEGERI 161 PALEMBANG,2024-2025,82,Negeri,468,22,16,23
kemuning,SD NEGERI 162 PALEMBANG,2024-2025,82,Negeri,329,15,12,23
kemuning,SD NEGERI 163 PALEMBANG,2024-2025,82,Negeri,537,25,20,23
kemuning,SD NEGERI 164 PALEMBANG,2024-2025,82,Negeri,749,31,24,23
kemuning,SD NEGERI 165 PALEMBANG,2024-2025,82,Negeri,317,15,12,23
kemuning,SD NEGERI 166 PALEMBANG,2024-2025,82,Negeri,316,19,13,23
kemuning,SD NUSA INDAH,2024-2025,82,Swasta,69,5,5,23
kemuning,SD TULUS BAKTI PALEMBANG,2024-2025,82,Swasta,46,8,6,23
