Kecamatan,Nama Sekolah,Tahun,Jumlah Penduduk,Status,Siswa,Guru,Rombel,Jumlah Sekolah
ilir timur II,SD NEGERI 065 PALEMBANG,2023-2024,85,Negeri,219,14,12,23
ilir timur II,SD SINGAPORE INDONESIAN SCHOOL PALEMBANG,2023-2024,85,Swasta,334,15,13,23
ilir timur II,SD TAMAN SISWA PENDAWA PALEMBANG,2023-2024,85,Swasta,88,4,6,23
ilir timur II,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2023-2024,85,Swasta,165,8,6,23
ilir timur II,SD XAVERIUS 03 PALEMBANG,2023-2024,85,Swasta,266,13,11,23
ilir timur II,SD BINA WARGA PALEMBANG,2024-2025,85,Swasta,222,13,11,22
ilir timur II,SD IT BINA ILMI LEMABANG PALEMBANG,2024-2025,85,Swasta,444,30,19,22
ilir timur II,SD IT FATHONA LEMABANG,2024-2025,85,Swasta,138,11,7,22
ilir timur II,SD KARTIKA II 01 PALEMBANG,2024-2025,85,Swasta,98,10,6,22
ilir timur II,SD MUHAMMADIYAH 09 PALEMBANG,2024-2025,85,Swasta,293,16,14,22
ilir timur II,SD MUHAMMADIYAH 10 PALEMBANG,2024-2025,85,Swasta,237,13,11,22
ilir timur II,SD NEGERI 046 PALEMBANG,2024-2025,85,Negeri,195,10,8,22
ilir timur II,SD NEGERI 047 PALEMBANG,2024-2025,85,Negeri,667,30,23,22
ilir timur II,SD NEGERI 048 PALEMBANG,2024-2025,85,Negeri,535,33,21,22
ilir timur II,SD NEGERI 049 PALEMBANG,2024-2025,85,Negeri,32,4,4,22
ilir timur II,SD NEGERI 050 PALEMBANG,2024-2025,85,Negeri,614,24,21,22
ilir timur II,SD NEGERI 051 PALEMBANG,2024-2025,85,Negeri,215,13,10,22
ilir timur II,SD NEGERI 052 PALEMBANG,2024-2025,85,Negeri,141,8,6,22
ilir timur II,SD NEGERI 053 PALEMBANG,2024-2025,85,Negeri,450,19,15,22
ilir timur II,SD NEGERI 058 PALEMBANG,2024-2025,85,Negeri,412,24,16,22
ilir timur II,SD NEGERI 062 PALEMBANG,2024-2025,85,Negeri,348,16,13,22
ilir timur II,SD NEGERI 063 PALEMBANG,2024-2025,85,Negeri,238,16,12,22
ilir timur II,SD NEGERI 064 PALEMBANG,2024-2025,85,Negeri,290,16,12,22
ilir timur II,SD NEGERI 065 PALEMBANG,2024-2025,85,Negeri,229,17,12,22
ilir timur II,SD TAMAN SISWA PENDAWA PALEMBANG,2024-2025,85,Swasta,82,4,6,22
ilir timur II,SD TAMAN SISWA SUNGAI BUAH PALEMBANG,2024-2025,85,Swasta,153,7,6,22
ilir timur II,SD XAVERIUS 03 PALEMBANG,2024-2025,85,Swasta,246,13,12,22
